,iter,train_loss,test_loss,frac_notes_correct,frac_frames_correct
40,800000,0.037632525608781726,0.1882300020048493,0.9618627,0.0065789474
41,820000,0.0374978892817162,0.18976590174593425,0.96258223,0.009868421
42,840000,0.03728990709823556,0.1900148940713782,0.96219677,0.009868421
43,860000,0.037073995094094425,0.19120381713697784,0.9622995,0.009868421
44,880000,0.03701291458499618,0.1912805079237411,0.96211964,0.0065789474
45,900000,0.03689918008702807,0.19054765528754183,0.96250516,0.0065789474
46,920000,0.036686027901852505,0.19163494870850914,0.96237665,0.009868421
47,940000,0.03657573350546882,0.193513856710572,0.9614258,0.0065789474
48,960000,0.03643242993135937,0.19377725179258146,0.9621711,0.0065789474
49,980000,0.036202071394445375,0.19470202942427836,0.9617085,0.009868421
50,1000000,0.03612359445327893,0.19473156058474592,0.96196544,0.009868421
51,1020000,0.035965896424138916,0.19677263086563662,0.9606548,0.009868421
52,1040000,0.03582692530821077,0.19856757337325498,0.9615286,0.0065789474
53,1060000,0.03567925537824631,0.19850506025709605,0.96116877,0.009868421
54,1080000,0.035544427178939804,0.1975122298064985,0.9615286,0.0065789474
55,1100000,0.03544657296235673,0.19941926982841993,0.9613487,0.009868421
56,1120000,0.0352928556912113,0.19892857459030652,0.96242803,0.013157895
57,1140000,0.035113642734917815,0.1999623761757424,0.9614001,0.0065789474
58,1160000,0.03503502190485597,0.20112844576176844,0.9617085,0.0065789474
59,1180000,0.034902382337627935,0.20283322624470057,0.9614001,0.0065789474
60,1200000,0.034793747816001995,0.2037611876271273,0.9614515,0.0065789474
61,1220000,0.0346537008673884,0.20450881496071815,0.9609889,0.0065789474
62,1240000,0.03447620706395246,0.20471668106160665,0.9615286,0.0065789474
63,1260000,0.03436552393427118,0.20551983267068863,0.9611431,0.009868421
64,1280000,0.03428146669853013,0.20694032880036453,0.9609118,0.0065789474
65,1300000,0.03420406148713082,0.20549619021384338,0.96181124,0.009868421
66,1320000,0.03410424355606083,0.20649245930345436,0.96101457,0.009868421
67,1340000,0.03397602920387872,0.20809403355968625,0.9610917,0.009868421
68,1360000,0.033890294286981225,0.20671808405926353,0.9614515,0.009868421
69,1380000,0.03370955349630676,0.20908329675072118,0.961066,0.009868421
70,1400000,0.03357202738407068,0.20978906907533346,0.96101457,0.009868421
71,1420000,0.033519446334335956,0.2095743582436913,0.96158,0.013157895
72,1440000,0.03345883669999894,0.21113974875525424,0.9612459,0.0032894737
73,1460000,0.0332844039588701,0.2116742596814507,0.9612973,0.0065789474
74,1480000,0.033291937420191244,0.21071513467713407,0.96160567,0.0065789474
75,1500000,0.03312288342458196,0.21277355951698204,0.9607319,0.0065789474
76,1520000,0.033059622757928446,0.21144428261016546,0.9609632,0.009868421
77,1540000,0.03298569746306166,0.21099978469704328,0.9615286,0.0065789474
78,1560000,0.032838291749940254,0.21354936259357551,0.9605006,0.013157895
79,1580000,0.03281637437311001,0.21188403764053396,0.9610403,0.0065789474
80,1600000,0.032802040600473995,0.21393837505265287,0.9616828,0.009868421
81,1620000,0.032742301924340425,0.21379548350447103,0.9612973,0.0065789474
82,1640000,0.03262742793573998,0.21328308766609744,0.9610917,0.0
83,1660000,0.03255740629704669,0.21242415061906764,0.9612973,0.013157895
84,1680000,0.03253198363552801,0.2119324636694632,0.9616828,0.0
85,1700000,0.03241492035705596,0.211936932645346,0.96196544,0.0065789474
86,1720000,0.032388352824072354,0.21290995435495125,0.9609375,0.0065789474
87,1740000,0.032249283721810205,0.21552140971547679,0.9609889,0.0032894737
88,1760000,0.03217265131685417,0.21346663311123848,0.9617085,0.0032894737
89,1780000,0.03217833155489061,0.21370383038332588,0.96165705,0.0
90,1800000,0.03209461808793712,0.21493461688882426,0.96158,0.0
91,1820000,0.03206047764231917,0.21534724435523936,0.96101457,0.0032894737
92,1840000,0.03198979887133464,0.21635913260673223,0.9606805,0.0032894737
93,1860000,0.03187884322602767,0.21567323666654134,0.9609632,0.0065789474
94,1880000,0.031933803216647356,0.21558247839933947,0.9606548,0.0
95,1900000,0.031779955671634524,0.21668960036415802,0.9612459,0.0
96,1920000,0.03178316363911145,0.2170750228197951,0.9608861,0.0032894737
97,1940000,0.03170723572955467,0.21752075184332698,0.9609118,0.0032894737
98,1960000,0.031662029612483454,0.21720408236509875,0.9616828,0.0
99,1980000,0.031596175140468405,0.2185835783418856,0.96008945,0.0032894737
100,2000000,0.03163669988894835,0.21795326196833661,0.9612716,0.0032894737
101,2020000,0.03157217234740965,0.21845421665593198,0.9607576,0.0
102,2040000,0.03150756503609009,0.2189360468795425,0.9607576,0.0
103,2060000,0.03146838894460816,0.21822210381689824,0.9607833,0.0
104,2080000,0.03138158257300965,0.21717711087120206,0.9614515,0.0
105,2100000,0.031416518899449145,0.21714170335939056,0.9613744,0.0
106,2120000,0.03134054021013435,0.22015560281119848,0.9605006,0.0
107,2140000,0.03133102959454991,0.22115811117385564,0.96070623,0.0
108,2160000,0.031286735034314915,0.22089097139082456,0.96070623,0.0
109,2180000,0.03121157818331849,0.21982479075852193,0.9607833,0.0032894737
